"hmain","hname","province_id","hlevel","hclass","hrib","hfund","hpmodel","catm","htype","subtype","datein","dateout","remark","weight","status_uc","hname_title","hname_name","hmain9","f_hcap","f_hreserve","cross_province","hid","ingest_tm"
"01702",รพ.สต.ดอนจาน,"1900","36",P,"54",,,"19021304","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดอนจาน,"000170200",,,N,49524,"20240410185051"
"01703",รพ.สต.ซำผักแพว,"1900","36",P,"54",,,"19021307","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ซำผักแพว,"000170300",,,N,49525,"20240410185051"
"01704",รพ.สต.ท่ามะปราง,"1900","36",P,"54",,,"19021501","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ท่ามะปราง,"000170400",,,N,49526,"20240410185051"
"01705",รพ.สต.โป่งก้อนเส้า,"1900","36",P,"54",,,"19021505","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โป่งก้อนเส้า,"000170500",,,N,49527,"20240410185051"
"01706",รพ.สต.กุ่มหัก,"1900","36",P,"54",,,"19030209","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,กุ่มหัก,"000170600",,,N,49528,"20240410185051"
"01707",รพ.สต.คชสิทธ์,"1900","36",P,"54",,,"19030305","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คชสิทธ์,"000170700",,,N,49529,"20240410185051"
"02662",รพ.สต.สะพาน,"3000","36",P,"54",,,"30101302","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,สะพาน,"000266200",,,N,50478,"20240410185051"
"02663",รพ.สต.ดอนท้าว,"3000","36",P,"54",,,"30101409","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดอนท้าว,"000266300",,,N,50479,"20240410185051"
"02664",รพ.สต.หนองตะคลอง,"3000","36",P,"54",,,"30101504","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองตะคลอง,"000266400",,,N,50480,"20240410185051"
"02665",รพ.สต.นาราดพัฒนา,"3000","36",P,"54",,,"30101605","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,นาราดพัฒนา,"000266500",,,N,50481,"20240410185051"
"02666",รพ.สต.โนนเมือง,"3000","36",P,"54",,,"30110201","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โนนเมือง,"000266600",,,N,50482,"20240410185051"
"02667",รพ.สต.บ้านห้วย,"3000","36",P,"54",,,"30110302","0016","001601",2002-10-01 00:00:00.000,,ปรับปรุงชื่อตามสนย.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านห้วย,"000266700",,,N,50483,"20240410185051"
"02668",รพ.สต.ชีวึก,"3000","36",P,"54",,,"30110401","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ชีวึก,"000266800",,,N,50484,"20240410185051"
"02669",รพ.สต.หนองไข่น้ำ,"3000","36",P,"54",,,"30110504","0010","001005",2002-10-01 00:00:00.000,,ปรับปรุงชื่อ,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองไข่น้ำ,"000266900",,,N,50485,"20240410185051"
"02670",รพ.สต.หนองหัวฟาน,"3000","36",P,"54",,,"30110605","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองหัวฟาน,"000267000",,,N,50486,"20240410185051"
"02671",รพ.สต.เมืองทอง,"3000","36",P,"54",,,"30110706","0016","001601",2002-10-01 00:00:00.000,,ปรับปรุงชื่อตาม สนย.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เมืองทอง,"000267100",,,N,50487,"20240410185051"
"02672",รพ.สต.ดงบัง,"3000","36",P,"54",,,"30120306","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดงบัง,"000267200",,,N,50488,"20240410185051"
"02673",รพ.สต.หนองแจ้งน้อย,"3000","36",P,"54",,,"30120401","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองแจ้งน้อย,"000267300",,,N,50489,"20240410185051"
"02674",รพ.สต.ทองหลางน้อย,"3000","36",P,"54",,,"30120601","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ทองหลางน้อย,"000267400",,,N,50490,"20240410185051"
"02675",รพ.สต.หนองพลวง,"3000","36",P,"54",,,"30120710","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองพลวง,"000267500",,,N,50491,"20240410185051"
"02676",รพ.สต.คูขาด,"3000","36",P,"54",,,"30120708","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คูขาด,"000267600",,,N,50492,"20240410185051"
"02677",รพ.สต.โนนทองหลาง,"3000","36",P,"54",,,"30120802","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โนนทองหลาง,"000267700",,,N,50493,"20240410185051"
"02678",รพ.สต.ดอนชุมช้าง,"3000","36",P,"54",,,"30120810","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดอนชุมช้าง,"000267800",,,N,50494,"20240410185051"
"02679",รพ.สต.หนองแวง,"3000","36",P,"54",,,"30300401","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองแวง,"000267900",,,N,50495,"20240410185051"
"02680",รพ.สต.บัวลาย,"3000","36",P,"54",,,"30300311","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บัวลาย,"000268000",,,N,50496,"20240410185051"
"02681",รพ.สต.หินแห่,"3000","36",P,"54",,,"30310108","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หินแห่,"000268100",,,N,50497,"20240410185051"
"02682",รพ.สต.โพนทอง,"3000","36",P,"54",,,"30310209","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โพนทอง,"000268200",,,N,50498,"20240410185051"
"02683",รพ.สต.หนองเชียงโข่,"3000","36",P,"54",,,"30121405","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองเชียงโข่,"000268300",,,N,50499,"20240410185051"
"02684",รพ.สต.โคกสะอาด,"3000","36",P,"54",,,"30121504","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โคกสะอาด,"000268400",,,N,50500,"20240410185051"
"02685",รพ.สต.โนนจาน,"3000","36",P,"54",,,"30300201","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โนนจาน,"000268500",,,N,50501,"20240410185051"
"02686",รพ.สต.โนนกอก,"3000","36",P,"54",,,"30310406","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โนนกอก,"000268600",,,N,50502,"20240410185051"
"02687",รพ.สต.โคกสี,"3000","36",P,"54",,,"30122001","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โคกสี,"000268700",,,N,50503,"20240410185051"
"02688",รพ.สต.ดอนคนทา,"3000","36",P,"54",,,"30122003","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ดอนคนทา,"000268800",,,N,50504,"20240410185051"
"02689",รพ.สต.หนองจะบก,"3000","36",P,"54",,,"30310503","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองจะบก,"000268900",,,N,50505,"20240410185051"
"02690",รพ.สต.เมืองพะไล,"3000","36",C,"58",,I,"30300102","0010","001005",2016-02-03 00:00:00.000,,เปลี่ยนประเภทเป็นไม่ประสงค์จัดเครือข่าย สนย.ยังไม่ยกเลิก,,"3",โรงพยาบาลส่งเสริมสุขภาพตำบล,เมืองพะไล,"000269000",,,N,50506,"20240410185051"
"02691",รพ.สต.โนนประดู่,"3000","36",P,"54",,,"30310303","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โนนประดู่,"000269100",,,N,50507,"20240410185051"
"02692",รพ.สต.หนองแจ้งใหญ่,"3000","36",P,"54",,,"30122401","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองแจ้งใหญ่,"000269200",,,N,50508,"20240410185051"
"02693",รพ.สต.สี่เหลี่ยม,"3000","36",P,"54",,,"30130301","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,สี่เหลี่ยม,"000269300",,,N,50509,"20240410185051"
"02694",รพ.สต.โนนไผ่ล้อม,"3000","36",P,"54",,,"30130313","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โนนไผ่ล้อม,"000269400",,,N,50510,"20240410185051"
"02695",รพ.สต.โคกสี,"3000","36",P,"54",,,"30130401","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โคกสี,"000269500",,,N,50511,"20240410185051"
"02696",รพ.สต.บ้านประทาย,"3000","36",P,"54",,,"30130602","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านประทาย,"000269600",,,N,50512,"20240410185051"
"02697",รพ.สต.หัวหนอง,"3000","36",P,"54",,,"30130704","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หัวหนอง,"000269700",,,N,50513,"20240410185051"
"02698",รพ.สต.สำโรง,"3000","36",P,"54",,,"30130801","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,สำโรง,"000269800",,,N,50514,"20240410185051"
"02699",รพ.สต.หันห้วยทราย,"3000","36",P,"54",,,"30130901","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หันห้วยทราย,"000269900",,,N,50515,"20240410185051"
"02700",รพ.สต.คอกหมู,"3000","36",P,"54",,,"30131010","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คอกหมู,"000270000",,,N,50516,"20240410185051"
"02701",รพ.สต.หญ้าคา,"3000","36",P,"54",,,"30131305","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หญ้าคา,"000270100",,,N,50517,"20240410185051"
"02702",รพ.สต.หนองช่างตาย,"3000","36",P,"54",,,"30131402","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองช่างตาย,"000270200",,,N,50518,"20240410185051"
"02703",รพ.สต.เย้ยตะแบง,"3000","36",P,"54",,,"30131502","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เย้ยตะแบง,"000270300",,,N,50519,"20240410185051"
"02704",รพ.สต.โคกกลาง,"3000","36",P,"54",,,"30131702","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โคกกลาง,"000270400",,,N,50520,"20240410185051"
"02705",รพ.สต.หนองคู,"3000","36",P,"54",,,"30131805","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หนองคู,"000270500",,,N,50521,"20240410185051"
"00303",สสอ.ศรีรัตนะ,"3300","35","M,N","60,70",,,"33140400","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ศรีรัตนะ,"000030300",,,N,30225,"20240410185051"
"00304",สสอ.น้ำเกลี้ยง,"3300","35","M,N","60,70",,,"33150400","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,น้ำเกลี้ยง,"000030400",,,N,30226,"20240410185051"
"00305",สสอ.วังหิน,"3300","35","M,N","60,70",,,"33160300","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,วังหิน,"000030500",,,N,30227,"20240410185051"
"00306",สสอ.ภูสิงห์,"3300","35","M,N","60,70",,,"33170100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ภูสิงห์,"000030600",,,N,30228,"20240410185051"
"00307",สสอ.เมืองจันทร์,"3300","35","M,N","60,70",,,"33180200","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เมืองจันทร์,"000030700",,,N,30229,"20240410185051"
"00308",สสอ.เบญจลักษ์,"3300","35","M,N","60,70",,,"33190500","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เบญจลักษ์,"000030800",,,N,30230,"20240410185051"
"00309",สสอ.พยุห์,"3300","35","M,N","60,70",,,"33200300","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,พยุห์,"000030900",,,N,30231,"20240410185051"
"00310",สสอ.โพธิ์ศรีสุวรรณ,"3300","35","M,N","60,70",,,"33210100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โพธิ์ศรีสุวรรณ,"000031000",,,N,30232,"20240410185051"
"00311",สสอ.เมืองอุบลราชธานี,"3400","35","M,N","60,70",,,"34011300","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เมืองอุบลราชธานี,"000031100",,,N,30233,"20240410185051"
"00312",สสอ.ศรีเมืองใหม่,"3400","35","M,N","60,70",,,"34020000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ศรีเมืองใหม่,"000031200",,,N,30234,"20240410185051"
"00313",สสอ.โขงเจียม,"3400","35","M,N","60,70",,,"34030101","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โขงเจียม,"000031300",,,N,30235,"20240410185051"
"00314",สสอ.เขื่องใน,"3400","36",R0210,"61",,N,"34040100","0010","001006",2021-07-01 00:00:00.000,,ขึ้นทะเบียนหน่วยร่วมให้บริการด้านแพทย์แผนไทย 1 ต.ค. 63,,"4",สำนักงานสาธารณสุขอำเภอ,เขื่องใน,"000031400",,,N,30236,"20240410185051"
"00315",สสอ.เขมราฐ,"3400","35","M,N","60,70",,,"34050107","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เขมราฐ,"000031500",,,N,30237,"20240410185051"
"00316",สสอ.เดชอุดม,"3400","36",R0210,"61",,N,"34070119","0010","001006",2021-07-01 00:00:00.000,,ขึ้นทะเบียนหน่วยร่วมให้บริการด้านแพทย์แผนไทย 1 ต.ค. 63,,"4",สำนักงานสาธารณสุขอำเภอ,เดชอุดม,"000031600",,,N,30238,"20240410185051"
"00317",สสอ.นาจะหลวย,"3400","35","M,N","60,70",,,"34080101","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,นาจะหลวย,"000031700",,,N,30239,"20240410185051"
"00318",สสอ.น้ำยืน,"3400","36",R0210,"61",,N,"34090701","0010","001006",2021-07-01 00:00:00.000,,ขึ้นทะเบียนหน่วยร่วมให้บริการด้านแพทย์แผนไทย 1 ต.ค. 63,,"4",สำนักงานสาธารณสุขอำเภอ,น้ำยืน,"000031800",,,N,30240,"20240410185051"
"00319",สสอ.บุณฑริก,"3400","35","M,N","60,70",,,"34100100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,บุณฑริก,"000031900",,,N,30241,"20240410185051"
"00320",สสอ.ตระการพืชผล,"3400","36",R0210,"61",,N,"34110104","0010","001006",2021-07-01 00:00:00.000,,ขึ้นทะเบียนหน่วยร่วมให้บริการด้านแพทย์แผนไทย 1 ต.ค. 63,,"4",สำนักงานสาธารณสุขอำเภอ,ตระการพืชผล,"000032000",,,N,30242,"20240410185051"
"00321",สสอ.กุดข้าวปุ้น,"3400","35","M,N","60,70",,,"34120114","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,กุดข้าวปุ้น,"000032100",,,N,30243,"20240410185051"
"00322",สสอ.ม่วงสามสิบ,"3400","35","M,N","60,70",,,"34140110","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ม่วงสามสิบ,"000032200",,,N,30244,"20240410185051"
"00323",สสอ.วารินชำราบ,"3400","35","M,N","60,70",,,"34151500","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,วารินชำราบ,"000032300",,,N,30245,"20240410185051"
"00324",สสอ.พิบูลมังสาหาร,"3400","35","M,N","60,70",,,"34190100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,พิบูลมังสาหาร,"000032400",,,N,30246,"20240410185051"
"00325",สสอ.ตาลสุม,"3400","35","M,N","60,70",,,"34200111","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ตาลสุม,"000032500",,,N,30247,"20240410185051"
"00326",สสอ.โพธิ์ไทร,"3400","35","M,N","60,70",,,"34210102","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โพธิ์ไทร,"000032600",,,N,30248,"20240410185051"
"00327",สสอ.สำโรง,"3400","35","M,N","60,70",,,"34220101","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,สำโรง,"000032700",,,N,30249,"20240410185051"
"00328",สสอ.ดอนมดแดง,"3400","35","M,N","60,70",,,"34240212","0010","001006",2009-04-27 00:00:00.000,,Initial,,,สำนักงานสาธารณสุขอำเภอ,ดอนมดแดง,"000032800",,,N,30250,"20240410185051"
"00329",สสอ.สิรินธร,"3400","36",R0210,"61",,N,"34250400","0010","001006",2021-07-01 00:00:00.000,,ขึ้นทะเบียนหน่วยร่วมให้บริการด้านแพทย์แผนไทย 1 ต.ค. 63,,"4",สำนักงานสาธารณสุขอำเภอ,สิรินธร,"000032900",,,N,30251,"20240410185051"
"00330",สสอ.ทุ่งศรีอุดม,"3400","35","M,N","60,70",,,"34260309","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ทุ่งศรีอุดม,"000033000",,,N,30252,"20240410185051"
"00331",สสอ.นาเยีย,"3400","35","M,N","60,70",,,"34290102","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,นาเยีย,"000033100",,,N,30253,"20240410185051"
"00332",สสอ.นาตาล,"3400","36",R0210,"61",,N,"34300101","0010","001006",2021-07-01 00:00:00.000,,ขึ้นทะเบียนหน่วยร่วมให้บริการด้านแพทย์แผนไทย 1 ต.ค. 63,,"4",สำนักงานสาธารณสุขอำเภอ,นาตาล,"000033200",,,N,30254,"20240410185051"
"00333",สสอ.เหล่าเสือโก้ก,"3400","35","M,N","60,70",,,"34310106","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เหล่าเสือโก้ก,"000033300",,,N,30255,"20240410185051"
"00334",สสอ.สว่างวีระวงศ์,"3400","35","M,N","60,70",,,"34320101","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,สว่างวีระวงศ์,"000033400",,,N,30256,"20240410185051"
"00335",สสอ.น้ำขุ่น,"3400","35","M,N","60,70",,,"34330109","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,น้ำขุ่น,"000033500",,,N,30257,"20240410185051"
"00336",สสอ.เมืองยโสธร,"3500","35","M,N","60,70",,,"35010000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เมืองยโสธร,"000033600",,,N,30258,"20240410185051"
"00337",สสอ.ทรายมูล,"3500","35","M,N","60,70",,,"35020000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ทรายมูล,"000033700",,,N,30259,"20240410185051"
"00338",สสอ.กุดชุม,"3500","35","M,N","60,70",,,"35030000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,กุดชุม,"000033800",,,N,30260,"20240410185051"
"00339",สสอ.คำเขื่อนแก้ว,"3500","35","M,N","60,70",,,"35040000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,คำเขื่อนแก้ว,"000033900",,,N,30261,"20240410185051"
"00340",สสอ.ป่าติ้ว,"3500","35","M,N","60,70",,,"35050000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ป่าติ้ว,"000034000",,,N,30262,"20240410185051"
"00341",สสอ.มหาชนะชัย,"3500","35","M,N","60,70",,,"35060000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,มหาชนะชัย,"000034100",,,N,30263,"20240410185051"
"00342",สสอ.ค้อวัง,"3500","35","M,N","60,70",,,"35070000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ค้อวัง,"000034200",,,N,30264,"20240410185051"
"00343",สสอ.เลิงนกทา,"3500","35","M,N","60,70",,,"35080000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เลิงนกทา,"000034300",,,N,30265,"20240410185051"
"00344",สสอ.ไทยเจริญ,"3500","35","M,N","60,70",,,"35090000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ไทยเจริญ,"000034400",,,N,30266,"20240410185051"
"00345",สสอ.เมืองชัยภูมิ,"3600","35","M,R0212,R0213","60",,,"36010100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"4",สำนักงานสาธารณสุขอำเภอ,เมืองชัยภูมิ,"000034500",,,N,30267,"20240410185051"
"00346",สสอ.บ้านเขว้า,"3600","35","M,N","60,70",,,"36020100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,บ้านเขว้า,"000034600",,,N,30268,"20240410185051"
"00347",สสอ.คอนสวรรค์,"3600","35","M,N","60,70",,,"36030100","0010","001006",2009-04-27 00:00:00.000,,Initial,,,สำนักงานสาธารณสุขอำเภอ,คอนสวรรค์,"000034700",,,N,30269,"20240410185051"
"00348",สสอ.เกษตรสมบูรณ์,"3600","35","M,N","60,70",,,"36040100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,เกษตรสมบูรณ์,"000034800",,,N,30270,"20240410185051"
"00349",สสอ.หนองบัวแดง,"3600","35","M,N","60,70",,,"36050100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,หนองบัวแดง,"000034900",,,N,30271,"20240410185051"
"00350",สสอ.จัตุรัส,"3600","35","M,N","60,70",,,"36060100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,จัตุรัส,"000035000",,,N,30272,"20240410185051"
"01055",รพ.สต.หมู่ที่ 3 ต.บางตลาด,"1200","36",P,"54",,I,"12060203","0010","001005",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.ประเสริฐอิสลาม เป็น รพ.สต.หมู่ที่ 3 ต.บางตลาด)/9-3-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หมู่ที่ 3 ต.บางตลาด,"000105500",,,N,48879,"20240410185051"
"01056",รพ.สต.บางตลาด,"1200","36",P,"54",,,"12060206","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางตลาด,"000105600",,,N,48880,"20240410185051"
